"username","date_of_birth","city_origin"
"lonflexx","1973-11-14","Jakarta"
"rounackguin","1980-01-13","Semarang"
"mattiassnn-21036","1974-03-10","Padang"
"ashraful-01817","1995-06-27","Surabaya"
"pacarsaia","1998-12-07","Medan"
"apartementrental","1979-02-20","Jakarta"
"ayumbajaa","1982-12-19","Denpasar"
"KarimA-582","1994-10-20","Palembang"
"nofiramadhani","1994-11-15","Bekasi"
"hellholehorror","1992-12-10","Denpasar"
"zahrarisky","1998-02-24","Jakarta"
"vcen","2000-05-04","Jakarta"
"knil_leo","1988-10-14","Makassar"
"aftonjaya-57-528871","1991-06-03","Malang"
"dwikarmila-32531","1997-03-25","Yogyakarta"
"armandobarajas91","1982-12-07","Medan"
"fismunandar","1983-10-16","Semarang"
"fiftydubloons","1988-09-12","Padang"
"rainermarampabari","2001-07-22","Depok"
"AraryaP","1987-02-22","Tangerang"
"danielarditya-72433","2005-07-26","Surabaya"
"juliandahri","2003-08-17","Surabaya"
"temukrab","1987-10-01","Makassar"
"kungkungmeong","2007-11-01","Bekasi"
"rico_ahmada","1994-07-09","Surabaya"
"Stephan_fr","1981-06-19","Tangerang"
"arispull","1975-08-28","Yogyakarta"
"I_Ailurophile","2000-11-21","Depok"
"mjhossin","1983-12-09","Semarang"
"HidariMak","1978-12-16","Jakarta"
"NeerajK-256","2000-08-10","Semarang"
"pinky-est","1998-06-27","Jakarta"
"palb-208-244949","1986-02-13","Surabaya"
"alghiaufa","1998-07-25","Bekasi"
"casablancavic","1997-01-13","Palembang"
"Umarfilmgeek","1988-07-04","Jakarta"
"williammcleod32-983-138799","1999-09-03","Depok"
"liejasmin","1992-03-26","Surabaya"
"fhadillahfikar","1989-08-22","Bandung"
"billcr12","1992-04-19","Semarang"
"mstersierra","2007-03-20","Jakarta"
"StephenTX","1982-12-24","Surabaya"
"bezanoyoutu","1977-12-05","Palembang"
"akmal-83833","2003-07-08","Pekanbaru"
"fatimahsialana","1990-10-04","Bandung"
"oiit","1980-09-01","Surabaya"
"AiiD-2","2002-05-07","Balikpapan"
"ilham_negara","1978-09-08","Palembang"
"michaelbrena","2000-05-19","Malang"
"alexzanderhs","2003-10-15","Batam"
"majood1988","1972-02-11","Padang"
"bbevis-47954","2004-02-10","Jakarta"
"Zeech","1974-10-23","Makassar"
"bfkpqxq","1994-07-16","Surabaya"
"NajwanDaffaNaufal","1998-10-20","Makassar"
"bosechiku","1993-03-12","Palembang"
"selsorcolin","1983-08-13","Depok"
"helmymikhail","1990-06-24","Bekasi"
"nursabilillah","1976-02-09","Bekasi"
"abrahamabdiel_official","1986-02-16","Batam"
"liyasarahmai","1986-02-09","Jakarta"
"larrytanadi","1985-09-02","Pekanbaru"
"bongbongwizonce","2002-08-04","Jakarta"
"muzamil1986","1998-12-03","Bogor"
"lotus_chief","1982-10-16","Bogor"
"rivaldiiiii","1993-09-07","Balikpapan"
"garciarichard","1996-08-08","Jakarta"
"DogeGamer2015","1988-02-14","Jakarta"
"designkame","2000-12-18","Jakarta"
"rajeshsiburian","1975-10-23","Jakarta"
"rgadingsukma","1988-08-22","Yogyakarta"
"dwikis","1999-04-05","Bekasi"
"wr0ngsalah","1993-05-13","Semarang"
"ervilia","1971-02-22","Depok"
"hprabowo","1996-06-13","Solo"
"kirafreedom_ahmad","1991-06-14","Palembang"
"GoonJakesh","1993-11-01","Palembang"
"bctueuf","1980-07-23","Jakarta"
"Nick2301","2003-06-20","Tangerang"
"hapsah-18417","1977-10-13","Bandung"
"tresa-online","1990-04-16","Jakarta"
"SomaQuest","1994-06-01","Makassar"
"tantuayo","1983-08-06","Tangerang"
"Scodelli","1995-04-24","Semarang"
"justbob1982","1982-11-23","Bogor"
"iyankolev","1979-05-21","Bandung"
"zee-la","1986-01-28","Jakarta"
"mirabelle_lz","2007-09-15","Tangerang"
"chrnappa","1995-04-24","Makassar"
"walukowmarianne","1988-01-24","Tangerang"
"Greenstar99","1976-12-25","Tangerang"
"andreasthaler-60097","2003-09-25","Surabaya"
"alfian_wibowo","1979-10-27","Surabaya"
"czerodragon","1998-08-24","Jakarta"
"rdmcflyers-95247","1990-06-06","Batam"
"mash-06","2000-07-12","Palembang"
"reynandre","1991-04-18","Jakarta"
"cubapitjiwatch","1995-01-01","Surabaya"
"srgymrat33","1980-08-12","Depok"
"emailadib","1977-06-25","Bekasi"
"qheenoue","1995-07-24","Bogor"
"anyunas","1983-09-21","Surabaya"
"demyraldi","1981-07-15","Yogyakarta"
"aesamaulisa","1986-01-07","Padang"
"zul-88314","1992-06-10","Jakarta"
"vinniegabrieeltan","1987-10-03","Makassar"
"beadsmantube","1998-12-25","Bekasi"
"hamdanbashar","1987-05-05","Jakarta"
"christofferosland","1974-07-11","Palembang"
"andrikamanjaya","2003-05-08","Pekanbaru"
"asmaxali","1986-10-17","Surabaya"
"cfrendianata","1991-09-22","Surabaya"
"mrshudiarba","1988-11-04","Malang"
"tumbalxx","1978-10-13","Depok"
"tengkumuhdsiawu","1984-09-01","Jakarta"
"webjunk-62635","1997-01-28","Makassar"
"Shadesss","1991-07-16","Medan"
"maxreinard","1996-05-03","Tangerang"
"stradivarius001","1996-02-25","Palembang"
"sorifuzzamans","1983-08-11","Bandung"
"mreviewing","2004-11-27","Medan"
"dy38493","1994-04-10","Surabaya"
"KaruniaE","2006-08-09","Batam"
"suriasentosadr","1987-03-19","Bandung"
"mikhwankurniawan","2000-09-25","Jakarta"
"Savannah-126","1980-12-27","Tangerang"
"keydilux","1996-07-01","Pekanbaru"
"youngcollind","1986-07-27","Jakarta"
"efimidis","1974-07-06","Tangerang"
"getitfree","1989-01-18","Malang"
"Arum3119","1975-12-02","Malang"
"andikurniadi","1984-07-17","Jakarta"
"irfannsaputra","1997-10-23","Semarang"
"Buddy-51","1970-05-13","Pekanbaru"
"Ashiiish","2000-09-15","Makassar"
"missraze","1998-02-20","Bekasi"
"HorrorEnjoyer","1990-12-11","Malang"
"Abyjith10","2006-04-19","Medan"
"virindra","1996-04-22","Jakarta"
"saadgkhan","1994-02-25","Jakarta"
"lhunt-9","1975-12-19","Pekanbaru"
"stipfadhiil","1999-05-20","Surabaya"
"johnnyinbrazil","1972-06-23","Depok"
"ivanhyg","1983-10-06","Semarang"
"GabrielA-8025","1996-12-26","Balikpapan"
"junanto","1976-09-13","Bandung"
"fatto","1976-08-18","Jakarta"
"Aretta-4","1988-03-22","Bekasi"
"imdbfan-4069471596","1990-05-18","Denpasar"
"ulbricht1","2005-03-17","Jakarta"
"klemenaslan","1991-08-08","Balikpapan"
"Zu40","2002-12-21","Denpasar"
"FadzilJ-9","1982-06-17","Yogyakarta"
"ayutivanimasdhalifah","2005-07-10","Surabaya"
"Scar__","2002-07-25","Tangerang"
"dibalikceritaid","1977-02-12","Medan"
"sunshinejhoseok","2005-09-27","Surabaya"
"kphizzy101","1971-06-14","Depok"
"gopaulyogesh","1974-11-26","Pekanbaru"
"nickaxious","1982-07-08","Tangerang"
"jrobert859","1986-03-21","Jakarta"
"Calicodreamin","1978-04-08","Bandung"
"willynirina","1989-02-07","Batam"
"lotekguy-1","1996-10-20","Medan"
"kicapcuka","1999-10-21","Jakarta"
"tlsmith1138-641-867191","1993-04-06","Denpasar"
"pal05052003","1985-09-09","Padang"
"Nurfauzi-fikri9","2000-03-06","Jakarta"
"mmb_du","1984-04-17","Jakarta"
"Waokelah","1996-03-12","Tangerang"
"Sdh555","1992-07-14","Jakarta"
"tinemartine","1998-01-12","Makassar"
"nicodarmawan-85867","1988-05-18","Bekasi"
"pjenny-87773","1990-11-22","Denpasar"
"afrojimmie","1996-06-20","Depok"
"itsmeAmmar","1981-05-04","Makassar"
"dynapanjaitan","2001-08-03","Depok"
"Napoleon_Highbrou_1","1988-11-17","Denpasar"
"hugo-armstrong","1971-12-28","Bogor"
"allancawley","1982-09-28","Malang"
"PlushieCinemaBuddies","1982-04-07","Jakarta"
"dasa108","1996-06-05","Bogor"
"achyutaghosh","1975-03-13","Solo"
"agavewales","1980-02-05","Malang"
"kedireturns","1987-12-02","Tangerang"
"azzamali-70669","2004-12-04","Semarang"
"thisishighlyclassified","1986-08-06","Surabaya"
"iamMarkPrice","1985-05-11","Bandung"
"oldman007","1994-09-13","Bandung"
"JaydenB-64","2007-03-01","Bandung"
"itsfrouzinf","1986-09-12","Medan"
"hannah0820","1986-02-09","Jakarta"
"devil_rayhan","1980-08-16","Semarang"
"danblackid","1990-07-09","Depok"
"pasyalyana","1978-05-16","Denpasar"
"wjosephjorob","1995-12-25","Makassar"
"myunanda-92431","1988-07-19","Jakarta"
"bobby-jack-bj","1994-10-15","Denpasar"
"bad-edward","1976-03-10","Jakarta"
"TheFilmGuy1","1994-05-11","Tangerang"
"harumibima","1978-11-28","Surabaya"
"syzizzati","1979-01-16","Jakarta"
"crsinurat","1979-01-18","Bandung"
"AdithK-32","2007-08-22","Malang"
"utestronny","1977-07-25","Palembang"
"rendikustriawan","1986-04-28","Surabaya"
"blank_027","1991-12-02","Palembang"
"RicoA-78","1982-02-26","Balikpapan"
"JustinR-676","2000-05-03","Tangerang"
"krachtm","1982-05-01","Medan"
"light-rock","1977-02-19","Makassar"
"cleopatrarj","1976-06-14","Surabaya"
"JoykA-2","1991-08-13","Depok"
"pintu_terlarang","1977-06-14","Bandung"
"leksluthor","1997-01-05","Jakarta"
"lmfaoshuffle","1977-06-24","Makassar"
"raynersantoso","1983-07-23","Jakarta"
"savitrirachmandani","1978-08-06","Bandung"
"adhityaeriny","1979-09-04","Surabaya"
"harleyjr-65778","1983-09-12","Batam"
"Ray_Whitelaw","1975-01-11","Jakarta"
"mozzatriii","2005-06-17","Bekasi"
"ragagawi10","1983-09-01","Bandung"
"NicD-7","1996-11-15","Jakarta"
"TruthSpeaks","1979-06-15","Depok"
"zoror-22313","1977-03-09","Palembang"
"MuhR-804","1993-01-13","Jakarta"
"kendrasanchez-17519","1982-05-27","Bandung"
"venusspice","1984-01-12","Jakarta"
"ediyulianto-86992","1989-05-23","Jakarta"
"ZombieEtiquette","1990-03-01","Jakarta"
"diaryhago","1994-07-24","Jakarta"
"samuelraditya","1999-06-08","Pekanbaru"
"wheckmail","2002-08-20","Bandung"
"fmarinalvarez","1984-02-17","Denpasar"
"cassianocsar","1993-12-17","Medan"
"pettersen_m","1988-12-11","Tangerang"
"MC853","1996-06-17","Yogyakarta"
"davisray-49024","1998-07-27","Depok"
"mrcibubur","1988-09-04","Bogor"
"benpetes","1990-11-17","Bekasi"
"williambondowoso","1992-10-12","Jakarta"
"pujosetionugroho","1979-01-17","Batam"
"jonathanhuang-94210","1979-10-05","Balikpapan"
"eklavya-cwk","1982-08-09","Jakarta"
"Xanthipiel","1993-05-26","Denpasar"
"rusmanhg","1988-10-02","Medan"
"gustavodamaral","1995-03-02","Medan"
"atewieske","1983-04-17","Denpasar"
"jaysmoke","1984-01-23","Jakarta"
"blackscreen-49784","1983-05-22","Jakarta"
"arowlandwilliams","1979-05-24","Makassar"
"TermlnatriX","1972-05-01","Bekasi"
"justlovegoodmovies","1988-05-20","Surabaya"
"rivainurhidayat","1994-12-03","Denpasar"
"donnyramogi","1980-03-18","Semarang"
"erindust","1985-05-09","Jakarta"
"haruvinrajsaravanan","2005-10-21","Yogyakarta"
"gregbroslawski","1989-08-02","Balikpapan"
"adhitr","2001-05-21","Bekasi"
"tainoarawak","1983-08-06","Semarang"
"stevenfransisco","1993-09-13","Palembang"
"liestiawan","1991-07-26","Palembang"
"reizha-26499","1988-02-06","Batam"
"sijeki_","1999-08-23","Bekasi"
"jeonjk-26951","1987-07-04","Pekanbaru"
"ybknv","1973-10-25","Bekasi"
"MaaghnaR","1991-07-27","Jakarta"
"billhilario","2000-10-21","Bekasi"
"ReeganS-2","1994-03-10","Jakarta"
"CynthiaMargaretWebb","1999-12-04","Bogor"
"yoonbeeyond","2006-11-04","Jakarta"
"statmanjeff","1976-11-15","Jakarta"
"annad9021","1988-08-24","Solo"
"resepzahra","2000-08-02","Bekasi"
"Hotepsekhemwy","1998-06-22","Bandung"
"luqmanski","1996-12-15","Makassar"
"skinzilla","1976-08-05","Medan"
"netizenarmy","1999-06-10","Yogyakarta"
"themidnitekrawlr-29918","1997-01-21","Semarang"
"paulcohenartlab","1993-07-18","Jakarta"
"lovemichaeljordan","1984-01-28","Padang"
"aldri-feb","1970-10-08","Surabaya"
"kevinkyo","1997-11-27","Depok"
"robandchris-76850","1999-07-12","Makassar"
"fftsie-51426","1976-06-14","Padang"
"karlzapf","1994-01-22","Medan"
"dhakafofana","1999-02-15","Bandung"
"datunsolang","1975-10-01","Depok"
"ledhed-14824","1987-08-03","Tangerang"
"FIKs_","1985-10-03","Yogyakarta"
"pomocool","1979-06-25","Bandung"
"rubireuben","1990-04-16","Depok"
"noorrtitis","1991-02-12","Medan"
"hochanmardy","2000-08-25","Semarang"
"vivacidad","1982-11-14","Tangerang"
"crazygrllv","1987-04-13","Jakarta"
"priyantha-bandara","1975-05-08","Jakarta"
"annisataaruf","1998-08-16","Bogor"
"theprettyboyspictures","2000-01-06","Jakarta"
"master_rooney","2007-10-21","Semarang"
"samabc-31952","2001-09-28","Bandung"
"aprianuscharles","1985-01-22","Pekanbaru"
"cardid-71207","1984-11-05","Surabaya"
"jwutomo","1999-05-13","Bandung"
"corin-26","1986-03-01","Makassar"
"zachashim-45928","1998-05-02","Jakarta"
"hendrimail","1974-03-10","Jakarta"
"lucasyaya","1992-05-13","Malang"
"cronindaniel","1983-06-23","Tangerang"
"annyeongguys","2002-11-09","Bandung"
"areta-11","1994-06-17","Bekasi"
"GaneshCR","1980-08-20","Malang"
"mgbaltodano","1992-05-09","Padang"
"allcelebritiesarebald","2004-12-07","Surabaya"
"ardiprnw","1985-10-05","Yogyakarta"
"sanadalsalt","1992-05-09","Malang"
"bendi_","1997-10-27","Medan"
"xiratid","1995-04-27","Bandung"
"amritanshvyas","1994-07-14","Batam"
"FerrizaN","2000-07-21","Jakarta"
"kuroyuuu","1998-10-06","Palembang"
"AlifyanMohamad","1991-11-07","Surabaya"
"alexzhugeliang","1995-07-07","Surabaya"
"yorugol","1993-01-24","Semarang"
"kevinsutton","1975-04-11","Surabaya"
"ignsyndrome","1991-04-22","Depok"
"qivold","1991-02-07","Jakarta"
"gitaranuhardi","1978-01-10","Palembang"
"tira123","1994-11-25","Jakarta"
"kolok-33883","1985-10-10","Malang"
"hydegrass","1983-10-26","Makassar"
"downtonia","1993-02-19","Surabaya"
"iamazmolh","2004-10-20","Bandung"
"ndyshield","1983-01-18","Jakarta"
"siwiaini","1982-01-14","Surabaya"
"krish_krosh","1994-09-09","Palembang"
"fvmjngb","1996-10-19","Yogyakarta"
"johnmicheal_kane","1973-12-02","Jakarta"
"jays0n","1980-07-06","Bandung"
"pibrin","1984-10-20","Balikpapan"
"ciscaangesti","1992-02-11","Jakarta"
"rudyw-1","1965-06-26","Yogyakarta"
"lalaagain","2000-10-13","Denpasar"
"madanmarwah","1998-11-28","Bandung"
"FitrianP","1981-01-23","Palembang"
"AriyantiS-2","1980-10-10","Padang"
"vic_ed","1992-05-26","Padang"
"mariatulung","1977-07-07","Pekanbaru"
"alexdrysdale-89185","1997-02-19","Bandung"
"divinalondon","1993-08-19","Depok"
"alonsouth","1990-06-02","Surabaya"
"hienlecompany","2002-07-07","Surabaya"
"arslancuneyt","1976-04-25","Jakarta"
"bambangmardiantok","1979-11-10","Jakarta"
"Movi3DO","1976-08-28","Tangerang"
"assassinnov","2000-02-26","Malang"
"seongminkr","1984-11-21","Jakarta"
"marshall-stanton","1978-06-02","Surabaya"
"ameliashania","2003-04-13","Surabaya"
"MovieMaddis","1987-12-21","Jakarta"
"niswaassaudiyah","1981-03-26","Solo"
"stevesalimfp","1990-10-03","Bandung"
"afmalhabsyi","1991-01-23","Semarang"
"dediarianto-75515","1983-12-15","Jakarta"
"alfredtimothy","1997-03-28","Bekasi"
"wim-vorster","1985-06-11","Depok"
"raglmalik","2000-01-19","Tangerang"
"akshayks-73711","1981-11-14","Batam"
"graceari","1983-04-03","Yogyakarta"
"linatiannisa","1996-10-10","Bekasi"
"mbenav","1992-09-02","Jakarta"
"gabrieltan-13267","1983-11-18","Semarang"
"kevinextreme21","1978-11-01","Jakarta"
"Zio-14","2003-03-06","Jakarta"
"terryantorres","1995-11-18","Pekanbaru"
"MuhammadS-0192","2006-07-14","Bandung"
"Yen-samad","1978-08-08","Medan"
"yonasirvanputra","2000-12-09","Yogyakarta"
"psynet-commander","1983-06-16","Pekanbaru"
"abiprajaap","1996-06-21","Jakarta"
"andydarwin","1990-01-03","Malang"
"ambaritareinhard","1989-07-22","Surabaya"
"natashaattamimi","1973-09-19","Surabaya"
"hadyanfariz","1992-06-21","Malang"
"evelove1980","1984-05-22","Semarang"
"dhimsangga","1983-05-26","Jakarta"
"bloomyred","1998-03-21","Malang"
"t-22362-09466","2006-07-03","Jakarta"
"angelsnevercry","1985-05-19","Bandung"
"jaysanchu07","1979-03-21","Surabaya"
"ratchet573","1985-12-28","Medan"
"nameisnoman","1984-08-28","Depok"
"shivagarg-40695","2003-05-03","Malang"
"lubistaufik","1980-02-12","Batam"
"laywilliam","1972-10-01","Malang"
"xiao_ce","1977-04-24","Solo"
"jethrojohn","1998-05-18","Semarang"
"dewinitarmy","1985-04-22","Makassar"
"jsjxyz","1978-11-03","Surabaya"
"kaonnikotinn","1980-07-27","Semarang"
"qammer-25111","2006-07-19","Padang"
"nkfrag","1977-03-07","Jakarta"
"ekosunuwijayanto","1991-04-15","Malang"
"thomasafik","1993-09-01","Batam"
"talktoashish","1996-10-07","Palembang"
"kusan7392","1971-05-02","Bandung"
"SteveL-184","2004-08-11","Jakarta"
"bimaadiwira","1994-02-22","Malang"
"ikrargenidal","1989-07-24","Bekasi"
"hanna_gracia66","1979-06-12","Makassar"
"rmorama","1976-10-22","Jakarta"
"kangujang77","1993-02-16","Medan"
"matthewcohen-82259","1991-10-02","Bandung"
"LidyaL-4","2006-09-16","Semarang"
"dragos-87152","1981-01-02","Jakarta"
"theguy","1989-10-04","Bandung"
"pirzadaj","1986-06-08","Pekanbaru"
"y0gibaba","1983-01-01","Bandung"
"eugeniaa-89","1985-09-02","Makassar"
"nanieo","1979-12-20","Surabaya"
"usaintek","1995-04-03","Solo"
"otonce","1987-04-20","Bogor"
"MelekA-16","1986-04-24","Jakarta"
"zacbccs","1996-09-06","Medan"
